Anchor;A;B;Annotator00;Annotator04;Annotator02;Annotator05;Annotator06;Annotator08;Annotator07;Annotator10;Annotator01;Annotator09;Annotator03
Networking and Internet Architecture;Robotics;Numerical Analysis;['A'];['B'];['A'];;;;;;['A'];;['0']
Networking and Internet Architecture;Software Engineering;Artificial Intelligence;['A'];;;;;['0'];;['0'];['0'];['0'];
Networking and Internet Architecture;Software Engineering;Computational Geometry;['A'];['A'];['A'];;;;;;['A'];;['0']
Networking and Internet Architecture;Software Engineering;Information Retrieval;['A'];;;['A'];['0'];;['0'];;['A'];;
Networking and Internet Architecture;Software Engineering;Symbolic Computation;['A'];;;;;['0'];;['0'];['0'];['0'];
Networking and Internet Architecture;Sound;Computer Vision and Pattern Recognition;['0'];;;['0'];['0'];;['0'];;['0'];;
Networking and Internet Architecture;Sound;Systems and Control;['B'];['B'];['B'];;;;;;['B'];;['B']
Networking and Internet Architecture;Systems and Control;Computer Vision and Pattern Recognition;['A'];;;;;['0'];;['0'];['0'];['0'];
Networking and Internet Architecture;Systems and Control;Symbolic Computation;['A'];['A'];['A'];;;;;;['A'];;['A']
Numerical Analysis;Computation and Language;Graphics;['B'];;;['B'];['A'];;['0'];;['B'];;
Numerical Analysis;Computation and Language;Logic in Computer Science;['B'];['B'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Computation and Language;Multimedia;['B'];['A'];['0'];;;;;;['B'];;['0']
Numerical Analysis;Computation and Language;Networking and Internet Architecture;['B'];;;['0'];['A'];;['0'];;['B'];;
Numerical Analysis;Computation and Language;Sound;['B'];;;['B'];['0'];;['0'];;['B'];;
Numerical Analysis;Computational Geometry;Computer Vision and Pattern Recognition;['B'];;;['A'];['A'];;['0'];;['B'];;
Numerical Analysis;Computational Geometry;Logic in Computer Science;['B'];;;;;['A'];;['A'];['0'];['A'];
Numerical Analysis;Computational Geometry;Symbolic Computation;['A'];;;;;['A'];;['A'];['B'];['A'];
Numerical Analysis;Computer Vision and Pattern Recognition;Information Retrieval;['A'];['A'];['B'];;;;;;['A'];;['0']
Numerical Analysis;Cryptography and Security;Computer Vision and Pattern Recognition;['B'];;;;;['B'];;['0'];['B'];['0'];
Numerical Analysis;Cryptography and Security;Graphics;['B'];;;['A'];['0'];;['0'];;['A'];;
Numerical Analysis;Databases;Computational Complexity;['B'];['B'];['B'];;;;;;['B'];;['B']
Numerical Analysis;Databases;Information Retrieval;['B'];;;['0'];['0'];;['0'];;['B'];;
Numerical Analysis;Databases;Information Theory;['A'];;;['B'];['0'];;['0'];;['A'];;
Numerical Analysis;Digital Libraries;Computer Vision and Pattern Recognition;['A'];;;;;['B'];;['0'];['A'];['B'];
Numerical Analysis;Digital Libraries;Cryptography and Security;['A'];;;;;['0'];;['0'];['A'];['0'];
Numerical Analysis;Digital Libraries;Information Retrieval;['B'];['0'];['B'];;;;;;['B'];;['0']
Numerical Analysis;Digital Libraries;Machine Learning;['A'];;;['B'];['0'];;['0'];;['A'];;
Numerical Analysis;Digital Libraries;Mathematical Software;['B'];;;['B'];['B'];;['0'];;['B'];;
Numerical Analysis;Digital Libraries;Sound;['B'];;;;;['0'];;['0'];['A'];['0'];
Numerical Analysis;Digital Libraries;Symbolic Computation;['A'];['0'];['B'];;;;;;['A'];;['0']
Numerical Analysis;Digital Libraries;Systems and Control;['B'];['0'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Discrete Mathematics;Computer Science and Game Theory;['B'];;;['A'];['A'];;['A'];;['B'];;
Numerical Analysis;Discrete Mathematics;Multimedia;['B'];;;;;['A'];;['A'];['B'];['A'];
Numerical Analysis;Discrete Mathematics;Operating Systems;['A'];['A'];['A'];;;;;;['A'];;['A']
Numerical Analysis;Discrete Mathematics;Systems and Control;['B'];;;;;['A'];;['A'];['B'];['0'];
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Computer Science and Game Theory;['A'];['B'];['B'];;;;;;['B'];;['0']
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Cryptography and Security;['B'];['B'];['B'];;;;;;['A'];;['0']
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Graphics;['A'];;;['0'];['0'];;['0'];;['0'];;
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Human-Computer Interaction;['A'];['0'];['0'];;;;;;['0'];;['0']
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Information Theory;['B'];['B'];['B'];;;;;;['0'];;['0']
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Mathematical Software;['B'];;;['B'];['0'];;['B'];;['B'];;
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Networking and Internet Architecture;['A'];['0'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Symbolic Computation;['B'];['0'];['0'];;;;;;['B'];;['0']
Numerical Analysis;Distributed, Parallel, and Cluster Computing;Systems and Control;['A'];['B'];['0'];;;;;;['0'];;['0']
Numerical Analysis;Formal Languages and Automata Theory;Symbolic Computation;['B'];;;;;['B'];;['B'];['B'];['0'];
Numerical Analysis;Graphics;Computer Vision and Pattern Recognition;['A'];;;;;['B'];;['0'];['0'];['B'];
Numerical Analysis;Graphics;Networking and Internet Architecture;['0'];['0'];['0'];;;;;;['B'];;['0']
Numerical Analysis;Graphics;Symbolic Computation;['A'];;;;;['B'];;['B'];['B'];['0'];
Numerical Analysis;Hardware Architecture;Computational Geometry;['A'];['B'];['0'];;;;;;['0'];;['B']
Numerical Analysis;Hardware Architecture;Machine Learning;['A'];['B'];['B'];;;;;;['A'];;['0']
Numerical Analysis;Hardware Architecture;Mathematical Software;['B'];;;['B'];['0'];;['B'];;['B'];;
Numerical Analysis;Hardware Architecture;Programming Languages;['0'];['B'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Hardware Architecture;Software Engineering;['0'];;;['A'];['0'];;['0'];;['A'];;
Numerical Analysis;Hardware Architecture;Symbolic Computation;['B'];;;['B'];['0'];;['0'];;['B'];;
Numerical Analysis;Hardware Architecture;Systems and Control;['0'];;;['A'];['0'];;['0'];;['0'];;
Numerical Analysis;Human-Computer Interaction;Computer Science and Game Theory;['B'];['B'];['B'];;;;;;['B'];;['0']
Numerical Analysis;Human-Computer Interaction;Computer Vision and Pattern Recognition;['A'];;;['0'];['0'];;['0'];;['A'];;
Numerical Analysis;Human-Computer Interaction;Information Retrieval;['B'];;;['0'];['0'];;['0'];;['B'];;
Numerical Analysis;Human-Computer Interaction;Information Theory;['A'];;;['B'];['0'];;['0'];;['A'];;
Numerical Analysis;Human-Computer Interaction;Multimedia;['0'];;;;;['0'];;['0'];['0'];['0'];
Numerical Analysis;Human-Computer Interaction;Robotics;['A'];['B'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Information Retrieval;Artificial Intelligence;['A'];;;;;['0'];;['0'];['A'];['0'];
Numerical Analysis;Information Retrieval;Networking and Internet Architecture;['B'];;;;;['0'];;['0'];['B'];['0'];
Numerical Analysis;Information Theory;Symbolic Computation;['B'];;;;;['0'];;['B'];['A'];['0'];
Numerical Analysis;Information Theory;Systems and Control;['A'];;;;;['0'];;['0'];['A'];['0'];
Numerical Analysis;Logic in Computer Science;Systems and Control;['A'];['A'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Machine Learning;Computer Vision and Pattern Recognition;['A'];;;['0'];['0'];;['0'];;['A'];;
Numerical Analysis;Machine Learning;Logic in Computer Science;['B'];['A'];['0'];;;;;;['B'];;['A']
Numerical Analysis;Machine Learning;Mathematical Software;['A'];;;;;['0'];;['B'];['B'];['B'];
Numerical Analysis;Machine Learning;Multimedia;['A'];;;;;['0'];;['0'];['A'];['0'];
Numerical Analysis;Mathematical Software;Computer Science and Game Theory;['B'];;;;;['A'];;['A'];['B'];['A'];
Numerical Analysis;Mathematical Software;Networking and Internet Architecture;['B'];['A'];['A'];;;;;;['B'];;['0']
Numerical Analysis;Mathematical Software;Symbolic Computation;['A'];['A'];['A'];;;;;;['B'];;['0']
Numerical Analysis;Multiagent Systems;Computation and Language;['A'];;;['0'];['B'];;['0'];;['A'];;
Numerical Analysis;Multiagent Systems;Computational Complexity;['A'];['B'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Multiagent Systems;Computer Vision and Pattern Recognition;['A'];['B'];['0'];;;;;;['A'];;['B']
Numerical Analysis;Multiagent Systems;Discrete Mathematics;['B'];['B'];['B'];;;;;;['A'];;['B']
Numerical Analysis;Multiagent Systems;Distributed, Parallel, and Cluster Computing;['B'];['A'];['0'];;;;;;['0'];;['0']
Numerical Analysis;Multiagent Systems;Formal Languages and Automata Theory;['B'];;;;;['0'];;['0'];['0'];['0'];
Numerical Analysis;Multiagent Systems;Symbolic Computation;['B'];;;['B'];['0'];;['0'];;['A'];;
Numerical Analysis;Multimedia;Computational Complexity;['B'];;;;;['0'];;['0'];['B'];['0'];
Numerical Analysis;Multimedia;Logic in Computer Science;['B'];;;['0'];['0'];;['0'];;['A'];;
Numerical Analysis;Multimedia;Mathematical Software;['B'];;;;;['0'];;['0'];['B'];['B'];
Numerical Analysis;Operating Systems;Computation and Language;['A'];;;;;['0'];;['B'];['A'];['0'];
Numerical Analysis;Operating Systems;Computer Vision and Pattern Recognition;['A'];['B'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Operating Systems;Cryptography and Security;['A'];;;['B'];['0'];;['0'];;['B'];;
Numerical Analysis;Operating Systems;Formal Languages and Automata Theory;['A'];;;;;['0'];;['0'];['0'];['0'];
Numerical Analysis;Operating Systems;Information Theory;['A'];;;;;['0'];;['0'];['A'];['0'];
Numerical Analysis;Operating Systems;Logic in Computer Science;['A'];['B'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Operating Systems;Mathematical Software;['A'];['B'];['0'];;;;;;['A'];;['B']
Numerical Analysis;Operating Systems;Software Engineering;['0'];['0'];['0'];;;;;;['0'];;['0']
Numerical Analysis;Operating Systems;Sound;['0'];;;['0'];['0'];;['0'];;['A'];;
Numerical Analysis;Programming Languages;Computational Complexity;['B'];;;;;['0'];;['B'];['B'];['0'];
Numerical Analysis;Programming Languages;Multimedia;['B'];;;;;['0'];;['0'];['B'];['0'];
Numerical Analysis;Programming Languages;Software Engineering;['0'];['A'];['0'];;;;;;['B'];;['0']
Numerical Analysis;Robotics;Computational Geometry;['B'];;;['B'];['0'];;['0'];;['0'];;
Numerical Analysis;Robotics;Cryptography and Security;['A'];['B'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Robotics;Formal Languages and Automata Theory;['A'];;;['0'];['0'];;['0'];;['B'];;
Numerical Analysis;Robotics;Networking and Internet Architecture;['A'];;;;;['0'];;['0'];['0'];['0'];
Numerical Analysis;Software Engineering;Mathematical Software;['B'];['B'];['0'];;;;;;['B'];;['B']
Numerical Analysis;Software Engineering;Multimedia;['0'];['A'];['0'];;;;;;['0'];;['0']
Numerical Analysis;Software Engineering;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['0'];;
Numerical Analysis;Sound;Computational Complexity;['B'];;;;;['0'];;['B'];['B'];['0'];
Numerical Analysis;Sound;Formal Languages and Automata Theory;['A'];;;;;['0'];;['0'];['A'];['0'];
Numerical Analysis;Sound;Logic in Computer Science;['B'];;;['0'];['0'];;['0'];;['A'];;
Numerical Analysis;Sound;Systems and Control;['0'];['0'];['0'];;;;;;['A'];;['0']
Numerical Analysis;Systems and Control;Information Retrieval;['B'];['0'];['0'];;;;;;['B'];;['B']
Operating Systems;Computation and Language;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Computational Complexity;Artificial Intelligence;['0'];['A'];['0'];;;;;;['0'];;['0']
Operating Systems;Computational Complexity;Numerical Analysis;['0'];['A'];['B'];;;;;;['A'];;['0']
Operating Systems;Computational Geometry;Computer Science and Game Theory;['B'];;;['0'];['0'];;['0'];;['B'];;
Operating Systems;Computational Geometry;Networking and Internet Architecture;['B'];;;;;['0'];;['B'];['B'];['B'];
Operating Systems;Computer Science and Game Theory;Symbolic Computation;['0'];;;;;['0'];;['0'];['0'];['0'];
Operating Systems;Cryptography and Security;Information Retrieval;['A'];;;;;['0'];;['A'];['A'];['A'];
Operating Systems;Cryptography and Security;Networking and Internet Architecture;['B'];;;;;['0'];;['A'];['0'];['B'];
Operating Systems;Cryptography and Security;Symbolic Computation;['A'];;;;;['0'];;['A'];['A'];['A'];
Operating Systems;Databases;Computer Science and Game Theory;['A'];;;['0'];['0'];;['0'];;['B'];;
Operating Systems;Databases;Digital Libraries;['A'];;;;;['A'];;['0'];['0'];['0'];
Operating Systems;Databases;Graphics;['A'];;;['0'];['0'];;['0'];;['B'];;
Operating Systems;Databases;Multiagent Systems;['A'];;;;;['A'];;['0'];['B'];['0'];
Operating Systems;Databases;Robotics;['A'];;;['0'];['0'];;['0'];;['B'];;
Operating Systems;Databases;Software Engineering;['B'];;;;;['A'];;['0'];['0'];['0'];
Operating Systems;Databases;Symbolic Computation;['A'];['B'];['0'];;;;;;['A'];;['0']
Operating Systems;Databases;Systems and Control;['B'];;;;;['A'];;['B'];['B'];['B'];
Operating Systems;Digital Libraries;Computer Vision and Pattern Recognition;['A'];;;['0'];['0'];;['0'];;['0'];;
Operating Systems;Digital Libraries;Human-Computer Interaction;['B'];;;['0'];['0'];;['0'];;['B'];;
Operating Systems;Digital Libraries;Information Retrieval;['0'];;;['0'];['0'];;['0'];;['0'];;
Operating Systems;Digital Libraries;Multiagent Systems;['0'];;;['0'];['0'];;['0'];;['B'];;
Operating Systems;Digital Libraries;Systems and Control;['B'];['B'];['0'];;;;;;['B'];;['0']
Operating Systems;Discrete Mathematics;Artificial Intelligence;['0'];;;;;['0'];;['0'];['0'];['0'];
Operating Systems;Discrete Mathematics;Computational Geometry;['0'];;;;;['0'];;['0'];['0'];['0'];
Operating Systems;Discrete Mathematics;Logic in Computer Science;['0'];;;['0'];['0'];;['0'];;['0'];;
Operating Systems;Discrete Mathematics;Multimedia;['B'];['0'];['A'];;;;;;['B'];;['0']
Operating Systems;Discrete Mathematics;Software Engineering;['B'];;;['0'];['0'];;['0'];;['B'];;
Operating Systems;Discrete Mathematics;Systems and Control;['B'];;;['B'];['0'];;['0'];;['B'];;
Operating Systems;Distributed, Parallel, and Cluster Computing;Human-Computer Interaction;['B'];;;;;['A'];;['A'];['B'];['A'];
Operating Systems;Distributed, Parallel, and Cluster Computing;Information Retrieval;['A'];;;;;['A'];;['A'];['A'];['A'];
Operating Systems;Distributed, Parallel, and Cluster Computing;Logic in Computer Science;['A'];['B'];['0'];;;;;;['A'];;['0']
Operating Systems;Distributed, Parallel, and Cluster Computing;Mathematical Software;['A'];['A'];['0'];;;;;;['A'];;['0']
Operating Systems;Distributed, Parallel, and Cluster Computing;Numerical Analysis;['A'];;;;;['A'];;['A'];['A'];['A'];
Operating Systems;Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;['0'];['A'];['0'];;;;;;['B'];;['0']
Operating Systems;Formal Languages and Automata Theory;Numerical Analysis;['0'];;;;;['0'];;['0'];['0'];['0'];
Operating Systems;Formal Languages and Automata Theory;Software Engineering;['B'];['B'];['B'];;;;;;['B'];;['0']
Operating Systems;Graphics;Artificial Intelligence;['A'];;;;;['0'];;['0'];['A'];['A'];
Operating Systems;Graphics;Computer Vision and Pattern Recognition;['A'];;;['A'];['0'];;['0'];;['A'];;
Operating Systems;Graphics;Logic in Computer Science;['A'];['B'];['B'];;;;;;['A'];;['0']
Operating Systems;Hardware Architecture;Computation and Language;['A'];;;['A'];['A'];;['0'];;['A'];;
Operating Systems;Hardware Architecture;Computational Geometry;['A'];;;['A'];['A'];;['0'];;['A'];;
Operating Systems;Hardware Architecture;Cryptography and Security;['A'];;;['A'];['A'];;['0'];;['A'];;
Operating Systems;Hardware Architecture;Information Theory;['A'];;;;;['0'];;['A'];['A'];['A'];
Operating Systems;Hardware Architecture;Logic in Computer Science;['A'];;;;;['0'];;['A'];['A'];['A'];
Operating Systems;Hardware Architecture;Robotics;['A'];['A'];['A'];;;;;;['A'];;['0']
Operating Systems;Human-Computer Interaction;Computer Vision and Pattern Recognition;['A'];['A'];['A'];;;;;;['A'];;['0']
Operating Systems;Human-Computer Interaction;Cryptography and Security;['A'];['B'];['A'];;;;;;['B'];;['0']
Operating Systems;Human-Computer Interaction;Formal Languages and Automata Theory;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Human-Computer Interaction;Machine Learning;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Human-Computer Interaction;Numerical Analysis;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Human-Computer Interaction;Symbolic Computation;['A'];['B'];['A'];;;;;;['A'];;['0']
Operating Systems;Information Retrieval;Numerical Analysis;['0'];['B'];['B'];;;;;;['0'];;['0']
Operating Systems;Information Theory;Information Retrieval;['0'];;;['0'];['0'];;['0'];;['0'];;
Operating Systems;Information Theory;Mathematical Software;['0'];;;;;['0'];;['0'];['0'];['0'];
Operating Systems;Information Theory;Symbolic Computation;['0'];;;['0'];['0'];;['0'];;['0'];;
Operating Systems;Machine Learning;Artificial Intelligence;['0'];;;['0'];['0'];;['0'];;['0'];;
Operating Systems;Machine Learning;Information Retrieval;['0'];;;;;['0'];;['0'];['0'];['0'];
Operating Systems;Machine Learning;Mathematical Software;['B'];;;['0'];['0'];;['0'];;['0'];;
Operating Systems;Machine Learning;Systems and Control;['B'];['B'];['B'];;;;;;['B'];;['0']
Operating Systems;Mathematical Software;Networking and Internet Architecture;['B'];['B'];['B'];;;;;;['B'];;['0']
Operating Systems;Mathematical Software;Numerical Analysis;['0'];['B'];['0'];;;;;;['0'];;['0']
Operating Systems;Mathematical Software;Symbolic Computation;['0'];['B'];['0'];;;;;;['A'];;['0']
Operating Systems;Multiagent Systems;Computation and Language;['0'];;;;;['0'];;['0'];['A'];['0'];
Operating Systems;Multiagent Systems;Cryptography and Security;['B'];['B'];['A'];;;;;;['A'];;['0']
Operating Systems;Multiagent Systems;Distributed, Parallel, and Cluster Computing;['B'];;;;;['0'];;['B'];['A'];['B'];
Operating Systems;Multiagent Systems;Logic in Computer Science;['B'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Multiagent Systems;Programming Languages;['B'];['B'];['A'];;;;;;['A'];;['0']
Operating Systems;Multiagent Systems;Sound;['B'];['A'];['A'];;;;;;['A'];;['0']
Operating Systems;Multiagent Systems;Systems and Control;['B'];['B'];['A'];;;;;;['B'];;['0']
Operating Systems;Multimedia;Computational Complexity;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Multimedia;Logic in Computer Science;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Multimedia;Mathematical Software;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Programming Languages;Computation and Language;['A'];['A'];['A'];;;;;;['A'];;['0']
Operating Systems;Programming Languages;Computer Vision and Pattern Recognition;['A'];;;;;['0'];;['0'];['0'];['0'];
Operating Systems;Programming Languages;Sound;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Programming Languages;Systems and Control;['B'];;;['0'];['B'];;['0'];;['B'];;
Operating Systems;Robotics;Computation and Language;['0'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Robotics;Information Retrieval;['0'];['A'];['A'];;;;;;['A'];;['0']
Operating Systems;Robotics;Mathematical Software;['0'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Robotics;Networking and Internet Architecture;['B'];;;['B'];['0'];;['0'];;['A'];;
Operating Systems;Robotics;Numerical Analysis;['0'];;;;;['0'];;['0'];['A'];['0'];
Operating Systems;Robotics;Software Engineering;['B'];;;;;['B'];;['B'];['A'];['0'];
Operating Systems;Software Engineering;Logic in Computer Science;['A'];;;['0'];['0'];;['0'];;['A'];;
Operating Systems;Software Engineering;Networking and Internet Architecture;['B'];;;;;['A'];;['B'];['B'];['B'];
Operating Systems;Sound;Formal Languages and Automata Theory;['0'];['B'];['0'];;;;;;['A'];;['0']
Operating Systems;Sound;Graphics;['B'];['B'];['0'];;;;;;['B'];;['0']
Operating Systems;Sound;Logic in Computer Science;['B'];;;;;['0'];;['0'];['0'];['A'];
Operating Systems;Sound;Mathematical Software;['0'];['0'];['0'];;;;;;['B'];;['B']
Operating Systems;Sound;Multimedia;['A'];;;;;['0'];;['0'];['B'];['A'];
Operating Systems;Sound;Networking and Internet Architecture;['B'];;;['B'];['0'];;['0'];;['B'];;
Operating Systems;Sound;Symbolic Computation;['0'];['B'];['0'];;;;;;['A'];;['0']
Operating Systems;Systems and Control;Mathematical Software;['A'];;;['A'];['0'];;['0'];;['A'];;
Operating Systems;Systems and Control;Symbolic Computation;['A'];;;;;['0'];;['A'];['A'];['A'];
Programming Languages;Computation and Language;Graphics;['A'];;;;;['A'];;['A'];['A'];['B'];
Programming Languages;Computation and Language;Logic in Computer Science;['B'];;;['B'];['A'];;['A'];;['A'];;
Programming Languages;Computation and Language;Networking and Internet Architecture;['A'];;;;;['A'];;['A'];['A'];['0'];
Programming Languages;Computation and Language;Symbolic Computation;['B'];;;['0'];['A'];;['A'];;['A'];;
Programming Languages;Computational Complexity;Computer Science and Game Theory;['0'];;;;;['0'];;['B'];['A'];['0'];
Programming Languages;Computational Complexity;Symbolic Computation;['B'];;;;;['B'];;['B'];['A'];['0'];
Programming Languages;Computational Geometry;Computer Vision and Pattern Recognition;['A'];;;['0'];['0'];;['0'];;['B'];;
Programming Languages;Computational Geometry;Mathematical Software;['0'];['B'];['B'];;;;;;['B'];;['B']
Programming Languages;Computer Vision and Pattern Recognition;Artificial Intelligence;['B'];;;['0'];['0'];;['0'];;['B'];;
Programming Languages;Computer Vision and Pattern Recognition;Computational Complexity;['0'];;;;;['0'];;['0'];['B'];['0'];
Programming Languages;Computer Vision and Pattern Recognition;Information Retrieval;['0'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Computer Vision and Pattern Recognition;Numerical Analysis;['0'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Cryptography and Security;Artificial Intelligence;['B'];;;['0'];['0'];;['0'];;['0'];;
Programming Languages;Cryptography and Security;Computational Complexity;['0'];;;;;['0'];;['0'];['B'];['0'];
Programming Languages;Databases;Computer Science and Game Theory;['A'];['B'];['0'];;;;;;['B'];;['0']
Programming Languages;Databases;Computer Vision and Pattern Recognition;['A'];;;;;['0'];;['0'];['0'];['0'];
Programming Languages;Databases;Graphics;['A'];['0'];['0'];;;;;;['B'];;['0']
Programming Languages;Databases;Machine Learning;['0'];['0'];['0'];;;;;;['B'];;['0']
Programming Languages;Databases;Multiagent Systems;['B'];;;['0'];['0'];;['0'];;['0'];;
Programming Languages;Databases;Numerical Analysis;['0'];['B'];['0'];;;;;;['A'];;['0']
Programming Languages;Databases;Software Engineering;['B'];;;;;['B'];;['0'];['0'];['B'];
Programming Languages;Digital Libraries;Computation and Language;['0'];;;['0'];['B'];;['0'];;['B'];;
Programming Languages;Digital Libraries;Computational Complexity;['B'];['B'];['0'];;;;;;['B'];;['0']
Programming Languages;Digital Libraries;Computational Geometry;['0'];['0'];['0'];;;;;;['B'];;['0']
Programming Languages;Digital Libraries;Information Retrieval;['0'];;;['0'];['0'];;['0'];;['B'];;
Programming Languages;Digital Libraries;Machine Learning;['0'];['0'];['0'];;;;;;['B'];;['0']
Programming Languages;Digital Libraries;Systems and Control;['B'];['B'];['0'];;;;;;['B'];;['0']
Programming Languages;Discrete Mathematics;Cryptography and Security;['0'];;;;;['0'];;['0'];['B'];['0'];
Programming Languages;Discrete Mathematics;Information Theory;['0'];['B'];['B'];;;;;;['B'];;['0']
Programming Languages;Discrete Mathematics;Machine Learning;['A'];;;['0'];['0'];;['0'];;['B'];;
Programming Languages;Discrete Mathematics;Operating Systems;['B'];['B'];['0'];;;;;;['B'];;['B']
Programming Languages;Distributed, Parallel, and Cluster Computing;Computation and Language;['B'];;;['0'];['A'];;['B'];;['B'];;
Programming Languages;Distributed, Parallel, and Cluster Computing;Computational Geometry;['B'];;;['0'];['A'];;['0'];;['B'];;
Programming Languages;Distributed, Parallel, and Cluster Computing;Graphics;['0'];;;['0'];['A'];;['0'];;['0'];;
Programming Languages;Distributed, Parallel, and Cluster Computing;Information Theory;['0'];;;['0'];['A'];;['0'];;['0'];;
Programming Languages;Distributed, Parallel, and Cluster Computing;Machine Learning;['0'];;;;;['0'];;['B'];['A'];['0'];
Programming Languages;Distributed, Parallel, and Cluster Computing;Numerical Analysis;['0'];;;;;['0'];;['0'];['A'];['0'];
Programming Languages;Formal Languages and Automata Theory;Artificial Intelligence;['A'];;;;;['0'];;['A'];['A'];['0'];
Programming Languages;Formal Languages and Automata Theory;Information Theory;['A'];['B'];['B'];;;;;;['A'];;['0']
Programming Languages;Formal Languages and Automata Theory;Logic in Computer Science;['A'];;;;;['0'];;['A'];['A'];['0'];
Programming Languages;Formal Languages and Automata Theory;Mathematical Software;['A'];;;;;['0'];;['A'];['A'];['B'];
Programming Languages;Graphics;Artificial Intelligence;['0'];['B'];['0'];;;;;;['0'];;['0']
Programming Languages;Hardware Architecture;Discrete Mathematics;['0'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Hardware Architecture;Multiagent Systems;['0'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Hardware Architecture;Multimedia;['A'];['A'];['0'];;;;;;['A'];;['0']
Programming Languages;Hardware Architecture;Robotics;['0'];['A'];['0'];;;;;;['A'];;['0']
Programming Languages;Human-Computer Interaction;Computation and Language;['B'];;;;;['B'];;['B'];['0'];['0'];
Programming Languages;Human-Computer Interaction;Computational Geometry;['0'];['A'];['0'];;;;;;['B'];;['0']
Programming Languages;Human-Computer Interaction;Computer Science and Game Theory;['0'];['B'];['0'];;;;;;['B'];;['0']
Programming Languages;Human-Computer Interaction;Computer Vision and Pattern Recognition;['0'];['A'];['0'];;;;;;['B'];;['0']
Programming Languages;Human-Computer Interaction;Graphics;['0'];;;;;['0'];;['A'];['0'];['0'];
Programming Languages;Human-Computer Interaction;Mathematical Software;['B'];['B'];['0'];;;;;;['B'];;['0']
Programming Languages;Human-Computer Interaction;Software Engineering;['B'];;;;;['B'];;['A'];['0'];['B'];
Programming Languages;Information Retrieval;Artificial Intelligence;['B'];;;['0'];['0'];;['0'];;['0'];;
Programming Languages;Information Retrieval;Networking and Internet Architecture;['0'];['A'];['0'];;;;;;['A'];;['0']
Programming Languages;Information Retrieval;Symbolic Computation;['0'];;;;;['0'];;['B'];['0'];['0'];
Programming Languages;Information Theory;Graphics;['A'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Information Theory;Networking and Internet Architecture;['A'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Information Theory;Systems and Control;['A'];['B'];['A'];;;;;;['B'];;['0']
Programming Languages;Logic in Computer Science;Computer Science and Game Theory;['A'];;;['A'];['0'];;['0'];;['A'];;
Programming Languages;Logic in Computer Science;Computer Vision and Pattern Recognition;['A'];['A'];['A'];;;;;;['B'];;['0']
Programming Languages;Logic in Computer Science;Information Retrieval;['A'];;;;;['0'];;['A'];['A'];['0'];
Programming Languages;Machine Learning;Cryptography and Security;['0'];;;;;['0'];;['A'];['0'];['0'];
Programming Languages;Machine Learning;Formal Languages and Automata Theory;['B'];;;['B'];['0'];;['0'];;['B'];;
Programming Languages;Machine Learning;Information Theory;['0'];;;;;['0'];;['A'];['0'];['0'];
Programming Languages;Machine Learning;Logic in Computer Science;['B'];;;['B'];['0'];;['0'];;['B'];;
Programming Languages;Machine Learning;Multimedia;['0'];;;['0'];['0'];;['0'];;['A'];;
Programming Languages;Machine Learning;Networking and Internet Architecture;['0'];;;;;['0'];;['A'];['A'];['0'];
Programming Languages;Machine Learning;Numerical Analysis;['0'];;;;;['0'];;['A'];['A'];['0'];
